Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2012-07-12,1605.9,1605.9,1586.26,1586.26,16723764
2012-07-13,1583.74,1583.74,1540.24,1540.24,19398686
2012-07-16,1536.32,1536.32,1525.48,1525.48,11315837
2012-07-17,1543,1549.54,1525.71,1549.54,14269120
2012-07-18,1516.74,1516.74,1495.38,1507.44,22312286
2012-07-19,1492.59,1493.95,1489.26,1489.26,33238821
2012-07-20,1475.74,1482.21,1475.74,1478.22,20536263
2012-07-23,1487.03,1487.03,1456.5,1480.87,23835430
2012-07-24,1434.63,1462.81,1434.63,1462.81,18486046
2012-07-25,1490.81,1490.81,1485.13,1485.13,36323444
2012-07-26,1484.3,1494.54,1484.3,1494.54,15104781
2012-07-27,1502.4,1512.03,1502.4,1506.29,19404439
2012-07-30,1501.92,1501.92,1492.28,1492.28,7110831
2012-07-31,1472.56,1479.06,1472.56,1473.46,9980041
2012-08-01,1455.98,1479.87,1453.24,1479.87,2772972
2012-08-02,1481.8,1481.8,1470.13,1470.13,6403103
2012-08-03,1468.04,1470.12,1443.88,1470.12,3783281
2012-08-06,1467.31,1479.26,1465.1,1479.26,7403154
2012-08-07,1467.88,1496.92,1467.88,1496.92,22186724
2012-08-08,1491.19,1491.19,1475.73,1475.73,11457111
2012-08-09,1475.45,1478.53,1475.45,1478.53,5133672
2012-08-10,1470.33,1470.33,1458.94,1458.94,3958819
2012-08-13,1461.37,1467.28,1461.37,1465.35,3933279
2012-08-14,1471.67,1471.67,1456.4,1456.4,5878796
2012-08-16,1465.94,1469.87,1454.16,1469.87,2003018
2012-08-17,1464.48,1464.48,1445.88,1445.88,6212298
2012-08-20,1431.17,1431.17,1420.53,1420.53,7035265
2012-08-21,1432.24,1432.24,1418.15,1422.56,9893618
2012-08-22,1428.64,1430.94,1424.41,1430.94,9581273
2012-08-23,1428.54,1428.54,1427.19,1427.74,5404770
2012-08-24,1393.66,1397.69,1393.66,1397.17,7129661
2012-08-27,1394.09,1399.11,1394.09,1399.11,4956399
2012-08-28,1388.72,1388.72,1381.73,1387.15,7563375
2012-08-29,1364.05,1364.05,1350.89,1354.38,20874444
2012-08-30,1339.87,1354.1,1339.87,1354.1,9177292
2012-08-31,1356.18,1372.2,1356.18,1370.28,11960530
2012-09-03,1373.9,1380.37,1373.9,1380.37,13928720
2012-09-04,1393.35,1393.35,1361.43,1368.24,7682540
2012-09-05,1366.2,1385.91,1361.44,1385.91,7536197
2012-09-06,1400.11,1405.1,1400.07,1405.1,17463638
2012-09-07,1402.53,1402.53,1391.37,1391.37,8150860
2012-09-10,1392.22,1401.05,1392.22,1396.61,6574047
2012-09-11,1391.07,1391.07,1391.07,1391.07,4426434
2012-09-12,1396.1,1397.49,1390.53,1397.49,4621905
2012-09-13,1397.09,1400.84,1397.09,1400.84,4331993
2012-09-14,1407.7,1415.09,1407.7,1415.09,11341026
2012-09-17,1415.99,1426.71,1415.99,1426.71,4146549
2012-09-18,1441.24,1445.51,1441.24,1445.51,21886299
2012-09-19,1454.46,1496.49,1454.46,1490.39,39645232
2012-09-20,1506.17,1512.67,1506.17,1512.67,22178411
2012-09-21,1535.99,1568.1,1535.99,1562.24,45278934
2012-09-24,1571.18,1572.15,1571.18,1571.92,13678840
2012-09-25,1579.41,1613.42,1579.41,1613.42,39578675
2012-09-26,1636.37,1653.32,1636.37,1653.32,32777117
2012-09-27,1674.21,1674.21,1664.04,1667.45,42308349
2012-09-28,1687.14,1687.14,1653.3,1661.81,24343772
2012-10-01,1658.44,1675.97,1654.73,1675.97,28434860
2012-10-02,1674.5,1686.13,1666.41,1686.13,53681589
2012-10-03,1678.14,1686.42,1675.05,1686.42,13724182
2012-10-04,1671.21,1671.21,1655.67,1655.67,24361740
2012-10-05,1673.34,1674.52,1660.94,1674.52,21054210
2012-10-08,1677.24,1680.46,1665.72,1680.46,23883277
2012-10-09,1670.56,1670.56,1659.47,1659.47,24098457
2012-10-10,1637.93,1644.25,1637.93,1641.45,36161551
2012-10-11,1622.7,1626.45,1620.72,1626.45,26029010
2012-10-12,1606.4,1631.63,1606.4,1631.63,31528626
2012-10-15,1643.04,1654.85,1643.04,1654.85,23791865
2012-10-16,1659.62,1659.62,1652.02,1652.02,20835539
2012-10-17,1637.53,1637.53,1624.21,1631.72,13729706
2012-10-18,1636.35,1664.26,1636.35,1664.26,10550652
2012-10-19,1663.69,1663.69,1652.02,1652.02,11009846
2012-10-22,1649.64,1649.64,1620,1620,8320141
2012-10-23,1613.29,1613.29,1581.79,1581.79,5879909
2012-10-24,1575.17,1582.23,1574.48,1582.23,6633619
2012-10-25,1567.53,1600.01,1567.53,1600.01,13748668
2012-10-26,1603.91,1607.87,1596.6,1607.87,6904620
2012-10-29,1596.94,1596.94,1592.56,1592.56,21746231
2012-10-30,1596.6,1598.94,1596.2,1598.94,21270616
2012-10-31,1598.58,1601.18,1597.81,1601.18,7557082
2012-11-02,1600.31,1600.31,1581.76,1585.09,6925147
2012-11-05,1578.76,1618.52,1578.76,1618.52,14534287
2012-11-06,1619.4,1623.12,1619.4,1623.12,6472099
2012-11-07,1612.22,1615.34,1610,1615.34,6629463
2012-11-08,1598.15,1607.87,1593.93,1607.87,3711411
2012-11-09,1595.8,1600.41,1575.03,1600.41,5674787
2012-11-12,1590.45,1606.08,1590.45,1606.08,1362228
2012-11-13,1590.16,1600.39,1590.16,1600.39,1987341
2012-11-14,1595.14,1609.55,1595.14,1603.34,8528037
2012-11-15,1598.05,1598.05,1590.95,1593.47,8250828
2012-11-16,1603.25,1603.25,1591.68,1595.86,4286058
2012-11-19,1593.57,1608.7,1592.87,1608.7,7170235
2012-11-20,1597.92,1625.11,1597.92,1625.11,3984551
2012-11-21,1628.02,1646.95,1628.02,1642.4,21585483
2012-11-22,1654.42,1654.79,1654.32,1654.79,10257489
2012-11-23,1657.59,1662.17,1657.59,1662.17,5433434
2012-11-26,1649.56,1678.39,1649.56,1657.79,9968454
2012-11-27,1667.29,1667.29,1647.61,1661.45,9214259
2012-11-28,1657.23,1661.7,1657.09,1657.09,12534585
2012-11-29,1656.35,1656.35,1645.08,1653.73,8836542
2012-11-30,1660.27,1660.27,1656.36,1656.36,13576312
2012-12-03,1662.3,1674.31,1662.3,1674.31,9004625
2012-12-04,1682.58,1685.29,1682.58,1683.62,9740538
2012-12-05,1685.22,1687.52,1682.42,1687.52,4511584
2012-12-06,1691.07,1698.51,1691.07,1698.51,7029318
2012-12-07,1690.03,1693.79,1682.18,1693.79,4292796
2012-12-10,1685.17,1693.48,1681.8,1693.48,4720360
2012-12-11,1684.61,1715.75,1684.61,1715.75,16736296
2012-12-12,1705.44,1705.44,1693.2,1696.07,7099517
2012-12-13,1670.68,1696.42,1670.68,1696.42,3762968
2012-12-14,1684.59,1692.78,1684.59,1692.78,3503381
2012-12-17,1696.12,1706.64,1696.12,1706.64,21948636
2012-12-18,1699.92,1699.92,1670.81,1670.81,8577648
2012-12-19,1679.7,1688.35,1679.7,1680.22,10158672
2012-12-20,1688.26,1697.04,1684.57,1684.57,11836992
2012-12-21,1691.1,1691.1,1687.26,1687.26,15421917
2012-12-27,1687.76,1693.41,1687.76,1693.41,14454103
2012-12-28,1686.8,1694.13,1686.8,1690.66,8247693
2013-01-02,1709.68,1718.26,1709.68,1718.26,4276476
2013-01-03,1718.68,1718.68,1714.83,1714.83,6495110
2013-01-04,1716.1,1722.74,1716.1,1719.23,4770795
2013-01-07,1719.26,1721.91,1719.26,1719.82,5983756
2013-01-08,1717.86,1717.86,1714.18,1714.18,6140402
2013-01-09,1726.55,1733.13,1722.98,1722.98,2863527
2013-01-10,1711.73,1720.16,1711.73,1717.51,4439681
2013-01-11,1740.78,1761.65,1740.78,1761.65,4965764
2013-01-14,1785.11,1787.1,1783.93,1787.1,3830777
2013-01-15,1810.09,1810.09,1789.24,1789.24,5213214
2013-01-16,1789.37,1813.57,1789.37,1813.57,5486544
2013-01-17,1831.85,1831.85,1796.76,1796.76,6419017
2013-01-18,1804.21,1830.45,1804.21,1830.45,7179626
2013-01-21,1830.22,1830.22,1821.85,1829,7797614
